dataset,model,cal_size,test_size,n_classes,Hist-uniform_brier,Hist-uniform_logloss,Hist-uniform_ece-15,Hist-uniform_accuracy,Hist-uniform_time
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13450451770292246,0.3363869107216917,0.02933008037507534,0.9078947305679321,0.0025319571141153574
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13488097993261322,0.33607246649281164,0.03739666938781738,0.9078947305679321,0.0025257649831473827
volcanoes-a4,RandomForest,1363,152,5,0.1355819621576117,0.32351738090349225,0.04977911710739136,0.9078947305679321,0.002521421993151307
volcanoes-a4,XGBoost,1363,152,5,0.14624938846009192,0.7707646574109278,0.05540841072797775,0.9078947305679321,0.002514021936804056
volcanoes-b1,CatBoost,9158,1018,5,0.05599968096092467,0.16476151771426412,0.008968532085418701,0.968565821647644,0.00517160608433187
volcanoes-b1,ExtraTrees,9158,1018,5,0.05481213377163469,0.15758680146469,0.010331937111914158,0.968565821647644,0.00513549312017858
volcanoes-b1,LightGBM,9158,1018,5,0.05666351550296851,0.16647337909434465,0.010128342546522617,0.9666011929512024,0.005083560943603516
volcanoes-b1,LinearModel,9158,1018,5,0.05644680905267141,0.16154003848134751,0.013706093654036522,0.9675834774971008,0.00520287686958909
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05537076434278445,0.16032766248325087,0.014120776206254959,0.9675834774971008,0.005069771083071828
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.054549647744442556,0.16048399328441684,0.012796320021152496,0.968565821647644,0.005146305076777935
volcanoes-b1,RandomForest,9158,1018,5,0.05666503126484428,0.16378526120756629,0.011208085343241692,0.9675834774971008,0.005097840912640095
volcanoes-b1,XGBoost,9158,1018,5,0.0562538457650988,0.1665076119202952,0.008590270765125751,0.968565821647644,0.0051358891651034355
volcanoes-b2,CatBoost,9601,1067,5,0.05134124681585568,0.14252102651893042,0.013931849971413612,0.9681349396705627,0.005228767869994044
volcanoes-b2,ExtraTrees,9601,1067,5,0.05210386446200355,0.14763541264596639,0.020713146775960922,0.9671977758407593,0.005301289958879352
volcanoes-b2,LightGBM,9601,1067,5,0.052707933833050814,0.1514370575072466,0.014269236475229263,0.9671977758407593,0.005295368144288659
volcanoes-b2,LinearModel,9601,1067,5,0.05095740239046507,0.14100198541151954,0.01460654940456152,0.9700093865394592,0.005259410943835974
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05089370306922574,0.14135538800223937,0.014004494994878769,0.9700093865394592,0.0052707858849316835
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.051863136145737024,0.14258590943125246,0.01465132087469101,0.969072163105011,0.0052656978368759155
volcanoes-b2,RandomForest,9601,1067,5,0.052218367384765874,0.14974848846466104,0.014959015883505344,0.969072163105011,0.00524099194444716
volcanoes-b2,XGBoost,9601,1067,5,0.04916730857855459,0.13839807776213606,0.015381641685962677,0.969072163105011,0.005214705830439925
volcanoes-b5,CatBoost,8990,999,5,0.05774315392103944,0.16010401305060679,0.008507946506142616,0.966966986656189,0.0051051119808107615
volcanoes-b5,ExtraTrees,8990,999,5,0.05879429033274883,0.16475809859130197,0.014071706682443619,0.966966986656189,0.004993986804038286
volcanoes-b5,LightGBM,8990,999,5,0.05906890080763359,0.22826533209349464,0.011308814398944378,0.9649649858474731,0.005074780900031328
volcanoes-b5,LinearModel,8990,999,5,0.059147357929262546,0.16157450390569694,0.01144763920456171,0.965965986251831,0.005030251108109951
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.058794124636805674,0.16103783220334827,0.011291585862636566,0.965965986251831,0.00505918706767261
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05841896648933133,0.16173534944961648,0.010625523515045643,0.965965986251831,0.0050103378016501665
volcanoes-b5,RandomForest,8990,999,5,0.059075087427349564,0.1659907433829999,0.0059352414682507515,0.966966986656189,0.005119966110214591
volcanoes-b5,XGBoost,8990,999,5,0.05680573593740508,0.1575428808787389,0.010154956951737404,0.9679679870605469,0.004996982868760824
volcanoes-b6,CatBoost,9117,1013,5,0.06446514126930859,0.17709105654325752,0.006591188721358776,0.9634748101234436,0.005169799085706472
volcanoes-b6,ExtraTrees,9117,1013,5,0.06391700655048162,0.17362067839892395,0.005058384500443935,0.9644619822502136,0.005175501806661487
volcanoes-b6,LightGBM,9117,1013,5,0.06474009705740312,0.17485429919194076,0.00851493887603283,0.9615004658699036,0.005131150130182505
volcanoes-b6,LinearModel,9117,1013,5,0.0648141089196685,0.17708129134151035,0.006105969659984112,0.9644619822502136,0.005069224163889885
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06476116350255245,0.1759043757204803,0.007578697055578232,0.9624876379966736,0.005109135992825031
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06383850930910138,0.17439759681908132,0.007913349196314812,0.9634748101234436,0.005092006176710129
volcanoes-b6,RandomForest,9117,1013,5,0.06464538442522426,0.17704797989229656,0.005622090771794319,0.9634748101234436,0.005063879070803523
volcanoes-b6,XGBoost,9117,1013,5,0.06275135568639274,0.1746307303047819,0.008289163000881672,0.9644619822502136,0.005135690793395042
volcanoes-d1,CatBoost,7877,876,5,0.10132096290214473,0.26261161999085597,0.007037174887955189,0.9452054500579834,0.0046612280420959
volcanoes-d1,ExtraTrees,7877,876,5,0.10187760233962388,0.26459704118823535,0.004527931567281485,0.9440639019012451,0.00470740394666791
volcanoes-d1,LightGBM,7877,876,5,0.10255862491319159,0.2652636676597262,0.004899779800325632,0.9440639019012451,0.004988631000742316
volcanoes-d1,LinearModel,7877,876,5,0.10153323119647137,0.26299049056884977,0.005070324055850506,0.9440639019012451,0.00471045495942235
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10250427199729871,0.2679768096735103,0.00519702909514308,0.9440639019012451,0.004662450170144439
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10159803469143587,0.26373471417843414,0.006645957473665476,0.9440639019012451,0.004709999077022076
volcanoes-d1,RandomForest,7877,876,5,0.10247666294072381,0.26812501547461465,0.007985198870301247,0.9440639019012451,0.004629949806258082
volcanoes-d1,XGBoost,7877,876,5,0.10125281157461831,0.2607489242120692,0.008501873351633549,0.9440639019012451,0.004672015085816383
volcanoes-d4,CatBoost,7788,866,5,0.09821739637644153,0.2517158799436228,0.017898382619023323,0.943418025970459,0.00465380004607141
volcanoes-d4,ExtraTrees,7788,866,5,0.10153881155064014,0.26929328709391886,0.017102615907788277,0.943418025970459,0.0046603630762547255
volcanoes-d4,LightGBM,7788,866,5,0.10146670356937353,0.2695162522732613,0.013347582891583443,0.943418025970459,0.004686328116804361
volcanoes-d4,LinearModel,7788,866,5,0.10036575654908514,0.34166517836091415,0.018379084765911102,0.943418025970459,0.004641900071874261
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.10074744669098504,0.34373143829990344,0.020496034994721413,0.943418025970459,0.004612848861142993
volcanoes-d4,NeuralNetTorch,7788,866,5,0.10078009931360757,0.2695507630183865,0.019169854000210762,0.943418025970459,0.004668809939175844
volcanoes-d4,RandomForest,7788,866,5,0.10160752480250576,0.26747615302460714,0.020408757030963898,0.943418025970459,0.004648055182769895
volcanoes-d4,XGBoost,7788,866,5,0.1009453406581441,0.26085015983969106,0.01718498393893242,0.943418025970459,0.004660354927182198
volcanoes-e1,CatBoost,1064,119,5,0.16923422632969273,0.9829806853152898,0.03554018586874008,0.9075630307197571,0.002457141177728772
volcanoes-e1,ExtraTrees,1064,119,5,0.16734540826809993,0.9820215481566061,0.02914733998477459,0.9075630307197571,0.0024060909636318684
volcanoes-e1,LightGBM,1064,119,5,0.16630537434489004,0.42798911025811803,0.031977578997612,0.9075630307197571,0.0024117690045386553
volcanoes-e1,LinearModel,1064,119,5,0.17125109041389622,0.4284378384437446,0.0231657475233078,0.9075630307197571,0.0023932091426104307
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15899065449753721,0.3939409280839864,0.023413747549057007,0.9075630307197571,0.002487116027623415
volcanoes-e1,NeuralNetTorch,1064,119,5,0.1692072666256432,0.43458561085299435,0.040041834115982056,0.9075630307197571,0.0024115729611366987
volcanoes-e1,RandomForest,1064,119,5,0.17513165749724574,0.45950024255839594,0.03663133457303047,0.9075630307197571,0.0023824970703572035
volcanoes-e1,XGBoost,1064,119,5,0.17331813120656786,0.44349041269151535,0.0366339311003685,0.9075630307197571,0.00242206291295588
volkert,CatBoost,52479,5831,10,0.39916331470287036,0.8816939612443198,0.038558389991521835,0.7079403400421143,0.03709574299864471
volkert,ExtraTrees,52479,5831,10,0.4336505545893922,0.9414373353453205,0.030383985489606857,0.6805007457733154,0.03686518082395196
volkert,LightGBM,52479,5831,10,0.3731435984612404,0.8426014038015743,0.03038560226559639,0.7319499254226685,0.036078060045838356
volkert,LinearModel,52479,5831,10,0.5522149344137601,1.240276965358866,0.04104731231927872,0.5846338272094727,0.036406183848157525
volkert,NeuralNetFastAI,52479,5831,10,0.36183010092257367,0.7969325974309475,0.04349780082702637,0.7425827383995056,0.03610574104823172
volkert,NeuralNetTorch,52479,5831,10,0.3917557489874458,0.8665345133828001,0.04252602532505989,0.7180586457252502,0.03628656384535134
volkert,RandomForest,52479,5831,10,0.43285692183847496,0.9429431369877704,0.024729523807764053,0.6866746544837952,0.03619375196285546
volkert,XGBoost,52479,5831,10,0.3975542758828882,0.9102395696785909,0.05258724465966225,0.7204596400260925,0.03611293691210449
wall-robot-navigation,CatBoost,4910,546,4,0.007450937014879799,0.13053658448441605,0.004631603602319956,0.9945054650306702,0.0031658641528338194
wall-robot-navigation,ExtraTrees,4910,546,4,0.025620744800409833,0.046382202788462966,0.01183160487562418,0.9871794581413269,0.0031115899328142405
wall-robot-navigation,LightGBM,4910,546,4,0.006962956512625574,0.130756902456376,0.002507467521354556,0.9945054650306702,0.0030370759777724743
wall-robot-navigation,LinearModel,4910,546,4,0.36195177437037845,0.6440048260170507,0.0432155467569828,0.7234432101249695,0.0032489639706909657
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.047233730071531574,0.09581982434290146,0.01401027012616396,0.970695972442627,0.003105021780356765
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.04872735983856648,0.10512495218215169,0.009029949083924294,0.9688644409179688,0.0030748608987778425
wall-robot-navigation,RandomForest,4910,546,4,0.011282267186080008,0.25857583559299385,0.0065626357682049274,0.9945054650306702,0.0030093740206211805
wall-robot-navigation,XGBoost,4910,546,4,0.014983050344958858,0.38522362761192047,0.006467128172516823,0.9908424615859985,0.0030514660757035017
waveform-5000,CatBoost,4500,500,3,0.19569657800615817,0.3292687821123668,0.02689841389656067,0.8500000238418579,0.0024272350128740072
waveform-5000,ExtraTrees,4500,500,3,0.20974495325151019,0.31960763400281034,0.0328715480864048,0.8360000252723694,0.0024905879981815815
waveform-5000,LightGBM,4500,500,3,0.2029264397102446,0.34349411334416347,0.02310861088335514,0.8479999899864197,0.002393716014921665
waveform-5000,LinearModel,4500,500,3,0.1941889519559769,0.3400572762470054,0.031403280794620514,0.8640000224113464,0.0024175450671464205
waveform-5000,NeuralNetFastAI,4500,500,3,0.18550689635908157,0.30229323774719785,0.02265128865838051,0.8679999709129333,0.0023889830335974693
waveform-5000,NeuralNetTorch,4500,500,3,0.17920453232249606,0.282727323992601,0.01504439301788807,0.8619999885559082,0.0024448910262435675
waveform-5000,RandomForest,4500,500,3,0.2239086439386569,0.34507494823506224,0.015382982790470123,0.8339999914169312,0.002441801829263568
waveform-5000,XGBoost,4500,500,3,0.20176083419890878,0.3433831504893951,0.024394802749156952,0.8600000143051147,0.0023835469037294388
wine-quality-red,CatBoost,1439,160,6,0.4477892173170023,0.8768875136081107,0.09495597332715988,0.699999988079071,0.0030666848178952932
wine-quality-red,ExtraTrees,1439,160,6,0.40943748773810607,0.811271820709855,0.09917742013931274,0.71875,0.003006851999089122
wine-quality-red,LightGBM,1439,160,6,0.4429024647861972,0.893026427461716,0.04932541772723198,0.706250011920929,0.003004614030942321
wine-quality-red,LinearModel,1439,160,6,0.572891857303235,1.434179578967266,0.09049433469772339,0.518750011920929,0.0030371700413525105
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5399742131937435,1.399036202714677,0.10749411582946777,0.574999988079071,0.0030142669565975666
wine-quality-red,NeuralNetTorch,1439,160,6,0.4973481374061534,1.3389389498883872,0.0913691520690918,0.6625000238418579,0.003019187832251191
wine-quality-red,RandomForest,1439,160,6,0.42875358401156183,1.2417999925432455,0.0712951272726059,0.699999988079071,0.003009408013895154
wine-quality-red,XGBoost,1439,160,6,0.44151312714260377,1.2863904874566874,0.09027775377035141,0.7124999761581421,0.003023196943104267
wine-quality-white,CatBoost,4408,490,7,0.4007666748862734,0.77770591234709,0.07398141920566559,0.7244898080825806,0.0049158630426973104
wine-quality-white,ExtraTrees,4408,490,7,0.37246851518333707,0.7336623771276587,0.06564854830503464,0.718367338180542,0.00495641422457993
wine-quality-white,LightGBM,4408,490,7,0.38829048320707626,0.7544357011538048,0.06251481920480728,0.7142857313156128,0.005011675879359245
wine-quality-white,LinearModel,4408,490,7,0.570392551986958,1.0707226101654241,0.04151229187846184,0.5612244606018066,0.004901912994682789
wine-quality-white,NeuralNetFastAI,4408,490,7,0.515528799286081,0.9606533206510782,0.05108830705285072,0.6102041006088257,0.004911320982500911
wine-quality-white,NeuralNetTorch,4408,490,7,0.5172089635803182,0.9680747014127401,0.04393201321363449,0.6142857074737549,0.00496649113483727
wine-quality-white,RandomForest,4408,490,7,0.38278997518544583,0.7521777348025744,0.06822150200605392,0.7061224579811096,0.0049138800241053104
wine-quality-white,XGBoost,4408,490,7,0.39622527173320465,0.7658251100841027,0.06367480009794235,0.7061224579811096,0.004908778937533498
